Country Code,City,Location,Coordinates,Pollutant,Source Name,Unit,Value,Last Updated,Country Label
CN,崇左市,市环保局江州分局,22.4136:107.3476,NO2,ChinaAQIData,µg/m³,5.0,2021-08-09T13:00:00+02:00,China
CN,镇江市,市疾控中心,32.1873:119.4424,NO2,ChinaAQIData,µg/m³,29.0,2021-08-09T13:00:00+02:00,China
CN,镇江市,市疾控中心,32.1873:119.4424,SO2,ChinaAQIData,µg/m³,2.0,2021-08-09T13:00:00+02:00,China
CN,衡水市,市监测站,37.7316:115.6303,SO2,ChinaAQIData,µg/m³,2.0,2021-08-09T13:00:00+02:00,China
CN,株洲市,市监测站,27.8528:113.13,PM2.5,ChinaAQIData,µg/m³,7.0,2021-08-09T13:00:00+02:00,China
CN,乐山市,市监测站,29.5664:103.7571,PM2.5,ChinaAQIData,µg/m³,11.0,2021-08-09T13:00:00+02:00,China
CN,玉林市,市监测站,22.6411:110.1675,PM2.5,ChinaAQIData,µg/m³,14.0,2021-08-09T13:00:00+02:00,China
CN,宜春市,市石油公司,27.7844:114.3956,NO2,ChinaAQIData,µg/m³,17.0,2021-08-09T13:00:00+02:00,China
CN,楚雄州,市经济开发区,25.0492:101.538,PM2.5,ChinaAQIData,µg/m³,8.0,2021-08-09T13:00:00+02:00,China
CN,铜陵市,市职教基地,30.97:117.8483,O3,ChinaAQIData,µg/m³,194.0,2021-08-09T13:00:00+02:00,China
CN,信阳市,市酿酒公司,32.1195:114.0775,NO2,ChinaAQIData,µg/m³,6.0,2021-08-09T13:00:00+02:00,China
CN,淮南市,师范学院,32.6524:117.0067,NO2,ChinaAQIData,µg/m³,25.0,2021-08-09T13:00:00+02:00,China
CN,阳泉市,平坦,37.8703:113.5614,O3,ChinaAQIData,µg/m³,181.0,2021-08-09T13:00:00+02:00,China
CN,哈尔滨市,平房东轻厂,45.61:126.615,PM2.5,ChinaAQIData,µg/m³,10.0,2021-08-09T13:00:00+02:00,China
CN,西安市,广运潭,34.3213:109.051,SO2,ChinaAQIData,µg/m³,6.0,2021-08-09T13:00:00+02:00,China
CN,秦皇岛市,建设大厦,39.9041:119.5251,NO2,ChinaAQIData,µg/m³,7.0,2021-08-09T13:00:00+02:00,China
CN,岳阳市,开发区,29.3575:113.1497,PM2.5,ChinaAQIData,µg/m³,12.0,2021-08-09T13:00:00+02:00,China
CN,廊坊市,开发区,39.5589:116.7214,SO2,ChinaAQIData,µg/m³,5.0,2021-08-09T13:00:00+02:00,China
CN,张家港市,张家港市监测站,31.874:120.526,O3,ChinaAQIData,µg/m³,192.0,2021-08-09T13:00:00+02:00,China
CN,中山市,张溪,22.5497:113.3881,CO,ChinaAQIData,µg/m³,700.0,2021-08-09T13:00:00+02:00,China
CN,德宏州,德宏州监测站,24.428:98.5842,PM10,ChinaAQIData,µg/m³,24.0,2021-08-09T13:00:00+02:00,China
CN,连云港市,德源药业,34.6972:119.3581,PM10,ChinaAQIData,µg/m³,54.0,2021-08-09T13:00:00+02:00,China
CN,遵义市,忠庄,27.6486:106.8906,CO,ChinaAQIData,µg/m³,500.0,2021-08-09T13:00:00+02:00,China
CN,惠州市,惠阳区承修路船湖子站,22.7833:114.4645,O3,ChinaAQIData,µg/m³,72.0,2021-08-09T13:00:00+02:00,China
CN,晋城市,技术学院,35.4897:112.8676,NO2,ChinaAQIData,µg/m³,7.0,2021-08-08T09:00:00+02:00,China
CN,牡丹江市,文化广场,44.5782:129.6115,NO2,ChinaAQIData,µg/m³,11.0,2021-08-09T13:00:00+02:00,China
CN,揭阳市,新兴,23.5345:116.3701,PM2.5,ChinaAQIData,µg/m³,17.0,2021-08-09T13:00:00+02:00,China
CN,镇江市,新区办事处,32.1875:119.6707,PM10,ChinaAQIData,µg/m³,34.0,2021-08-08T08:00:00+02:00,China
CN,镇江市,新区办事处,32.1875:119.6707,NO2,ChinaAQIData,µg/m³,47.0,2021-08-09T13:00:00+02:00,China
CN,昌吉州,新区政务中心,44.0297:87.2717,PM10,ChinaAQIData,µg/m³,19.0,2021-08-09T13:00:00+02:00,China
CN,吉林市,丰满(对照点),43.7133:126.7061,PM2.5,ChinaAQIData,µg/m³,16.0,2021-08-09T13:00:00+02:00,China
CN,吉林市,丰满(对照点),43.7133:126.7061,PM10,ChinaAQIData,µg/m³,22.0,2021-08-09T13:00:00+02:00,China
CN,南宁市,仙葫(对照点),22.7904:108.4394,PM2.5,ChinaAQIData,µg/m³,15.0,2021-08-09T13:00:00+02:00,China
CN,天水市,公园小学,34.5786:105.7205,CO,ChinaAQIData,µg/m³,400.0,2021-08-09T13:00:00+02:00,China
CN,萍乡市,中医院,27.6434:113.8385,PM2.5,ChinaAQIData,µg/m³,24.0,2021-08-09T13:00:00+02:00,China
CN,承德市,中国银行,40.9763:117.9392,PM10,ChinaAQIData,µg/m³,34.0,2021-08-09T13:00:00+02:00,China
CN,杭州市,临平镇,30.4183:120.3019,SO2,ChinaAQIData,µg/m³,2.0,2021-08-09T13:00:00+02:00,China
CN,丹东市,临江后街,40.1503:124.4256,NO2,ChinaAQIData,µg/m³,22.0,2021-08-09T13:00:00+02:00,China
CN,丹东市,临江后街,40.1503:124.4256,PM10,ChinaAQIData,µg/m³,24.0,2021-08-09T13:00:00+02:00,China
CN,镇江市,丹徒区监测站,32.1328:119.4303,CO,ChinaAQIData,µg/m³,1400.0,2021-08-09T13:00:00+02:00,China
CN,克拉玛依市,乌尔禾区商贸楼,46.098:85.6979,NO2,ChinaAQIData,µg/m³,13.0,2021-08-09T13:00:00+02:00,China
CN,德州市,九衢泉纯净水厂,37.4379:116.2721,CO,ChinaAQIData,µg/m³,800.0,2021-08-09T13:00:00+02:00,China
CN,沈阳市,京沈街,41.9228:123.3783,CO,ChinaAQIData,µg/m³,1100.0,2021-08-09T13:00:00+02:00,China
CN,七台河市,人民广场,45.7761:131.0176,PM2.5,ChinaAQIData,µg/m³,6.0,2021-08-09T13:00:00+02:00,China
CN,忻州市,会展中心,38.4928:112.7003,SO2,ChinaAQIData,µg/m³,11.0,2021-08-09T13:00:00+02:00,China
CN,广州市,体育西,23.1322:113.3221,PM2.5,ChinaAQIData,µg/m³,17.0,2021-08-09T13:00:00+02:00,China
CN,茂名市,健康路,21.6687:110.9107,PM10,ChinaAQIData,µg/m³,19.0,2021-08-09T13:00:00+02:00,China
CN,铜川市,党校(对照点),35.0994:109.0656,NO2,ChinaAQIData,µg/m³,36.0,2021-08-09T13:00:00+02:00,China
CN,桂林市,八中,25.2178:110.2869,O3,ChinaAQIData,µg/m³,79.0,2021-08-09T13:00:00+02:00,China
CN,拉萨市,八廓街,29.6514:91.1319,NO2,ChinaAQIData,µg/m³,9.0,2021-08-09T13:00:00+02:00,China
CN,泰州市,公园路,32.4878:119.905,PM2.5,ChinaAQIData,µg/m³,30.0,2021-08-09T13:00:00+02:00,China
CN,景德镇市,兽医站,29.2789:117.1894,NO2,ChinaAQIData,µg/m³,10.0,2021-08-09T13:00:00+02:00,China
CN,景德镇市,兽医站,29.2789:117.1894,PM10,ChinaAQIData,µg/m³,44.0,2021-08-09T13:00:00+02:00,China
CN,内江市,内江日报社,29.5822:105.0406,SO2,ChinaAQIData,µg/m³,7.0,2021-08-09T13:00:00+02:00,China
CN,五家渠市,农水大厦,44.1756:87.5475,CO,ChinaAQIData,µg/m³,100.0,2021-08-09T13:00:00+02:00,China
CN,齐齐哈尔市,农牧车辆厂,47.3227:123.9483,PM10,ChinaAQIData,µg/m³,22.0,2021-08-09T13:00:00+02:00,China
CN,上饶市,凤凰光学,28.4628:117.9519,O3,ChinaAQIData,µg/m³,170.0,2021-08-09T13:00:00+02:00,China
CN,清远市,凤城街办,23.7106:113.0208,SO2,ChinaAQIData,µg/m³,5.0,2021-08-09T13:00:00+02:00,China
CN,南宁市,北湖,22.8528:108.3141,PM10,ChinaAQIData,µg/m³,21.0,2021-08-09T13:00:00+02:00,China
CN,江门市,北街,22.6058:113.1064,O3,ChinaAQIData,µg/m³,64.0,2021-08-09T13:00:00+02:00,China
CN,朔州市,区政府,39.3197:112.4258,O3,ChinaAQIData,µg/m³,154.0,2021-08-09T13:00:00+02:00,China
CN,金华市,十五中,29.077:119.647,O3,ChinaAQIData,µg/m³,194.0,2021-08-09T13:00:00+02:00,China
CN,九江市,十里,29.6815:115.9872,PM10,ChinaAQIData,µg/m³,63.0,2021-08-09T13:00:00+02:00,China
CN,赣州市,华坚鞋城,25.8471:114.8905,SO2,ChinaAQIData,µg/m³,8.0,2021-08-09T13:00:00+02:00,China
CN,佛山市,华材职中,23.0478:113.1083,SO2,ChinaAQIData,µg/m³,6.0,2021-08-09T13:00:00+02:00,China
CN,佛山市,华材职中,23.0478:113.1083,PM2.5,ChinaAQIData,µg/m³,12.0,2021-08-09T13:00:00+02:00,China
CN,佛山市,华材职中,23.0478:113.1083,CO,ChinaAQIData,µg/m³,600.0,2021-08-09T13:00:00+02:00,China
CN,吕梁市,马茂庄小学,37.51:111.1283,NO2,ChinaAQIData,µg/m³,24.0,2021-08-09T13:00:00+02:00,China
CN,东莞市,南城西平,22.9658:113.7383,PM2.5,ChinaAQIData,µg/m³,10.0,2021-08-09T13:00:00+02:00,China
CN,南平市,南平铝业有限公司,26.6489:118.1825,O3,ChinaAQIData,µg/m³,93.0,2021-08-09T13:00:00+02:00,China
CN,深圳市,南海子站,22.5171:113.9181,CO,ChinaAQIData,µg/m³,600.0,2021-08-09T13:00:00+02:00,China
CN,杭州市,卧龙桥,30.2456:120.1269,SO2,ChinaAQIData,µg/m³,5.0,2021-08-09T13:00:00+02:00,China
CN,大连市,双D港,39.0631:121.9762,PM10,ChinaAQIData,µg/m³,31.0,2021-08-09T13:00:00+02:00,China
CN,淄博市,双山,36.4847:117.8525,O3,ChinaAQIData,µg/m³,226.0,2021-08-09T13:00:00+02:00,China
CN,枣庄市,台儿庄区环保局,34.5578:117.7276,CO,ChinaAQIData,µg/m³,600.0,2021-08-09T13:00:00+02:00,China
CN,台州市,台州环保大楼,28.6542:121.419,CO,ChinaAQIData,µg/m³,400.0,2021-08-09T13:00:00+02:00,China
CN,湖州市,吴兴区站,30.8596:120.1844,O3,ChinaAQIData,µg/m³,207.0,2021-08-09T13:00:00+02:00,China
CN,湖州市,吴兴区站,30.8596:120.1844,PM2.5,ChinaAQIData,µg/m³,31.0,2021-08-09T13:00:00+02:00,China
CN,吴江市,吴江市环保局,31.155:120.636,PM2.5,ChinaAQIData,µg/m³,27.0,2021-08-09T13:00:00+02:00,China
CN,吴江市,吴江市环保局,31.155:120.636,SO2,ChinaAQIData,µg/m³,8.0,2021-08-09T13:00:00+02:00,China
CN,喀什地区,吾办,39.4694:75.9755,SO2,ChinaAQIData,µg/m³,5.0,2021-08-09T13:00:00+02:00,China
CN,周口市,周口师范,33.6347:114.6758,SO2,ChinaAQIData,µg/m³,5.0,2021-08-09T13:00:00+02:00,China
CN,商洛市,商州区中学,33.8471:109.9643,SO2,ChinaAQIData,µg/m³,5.0,2021-08-09T13:00:00+02:00,China
CN,攀枝花市,四十中小,26.567:101.7227,PM10,ChinaAQIData,µg/m³,27.0,2021-08-09T13:00:00+02:00,China
CN,攀枝花市,四十中小,26.567:101.7227,SO2,ChinaAQIData,µg/m³,8.0,2021-08-09T13:00:00+02:00,China
CN,芜湖市,四水厂,31.3131:118.3673,PM2.5,ChinaAQIData,µg/m³,33.0,2021-08-09T13:00:00+02:00,China
CN,呼伦贝尔市,国华电力东,49.1577:119.7512,PM10,ChinaAQIData,µg/m³,22.0,2021-08-09T13:00:00+02:00,China
CN,诸暨市,图书馆,29.719:120.251,CO,ChinaAQIData,µg/m³,600.0,2021-08-09T13:00:00+02:00,China
CN,保定市,地表水厂,38.8416:115.4612,O3,ChinaAQIData,µg/m³,173.0,2021-08-09T13:00:00+02:00,China
CN,肇庆市,城中子站,23.0475:112.4645,PM2.5,ChinaAQIData,µg/m³,11.0,2021-08-09T13:00:00+02:00,China
CN,西宁市,城北区政府,36.6428:101.7775,PM10,ChinaAQIData,µg/m³,50.0,2021-08-09T13:00:00+02:00,China
CN,晋城市,白马寺 (对照点),35.546:112.8453,O3,ChinaAQIData,µg/m³,165.0,2021-08-09T13:00:00+02:00,China
CN,贵港市,荷城子站,23.1065:109.5669,PM10,ChinaAQIData,µg/m³,19.0,2021-08-09T13:00:00+02:00,China
CN,南通市,星湖花园,31.93:120.94,O3,ChinaAQIData,µg/m³,198.0,2021-08-09T13:00:00+02:00,China
CN,西双版纳州,景洪市江北,22.0225:100.8017,SO2,ChinaAQIData,µg/m³,10.0,2021-08-09T13:00:00+02:00,China
CN,昆明市,龙泉镇,25.0902:102.7252,NO2,ChinaAQIData,µg/m³,39.0,2021-08-09T13:00:00+02:00,China
CN,湘潭市,板塘,27.8614:112.9433,PM2.5,ChinaAQIData,µg/m³,10.0,2021-08-09T13:00:00+02:00,China
CN,南昌市,林科所,28.7442:115.8126,NO2,ChinaAQIData,µg/m³,4.0,2021-08-09T13:00:00+02:00,China
CN,林芝市,林芝人民医院,29.6616:94.3616,SO2,ChinaAQIData,µg/m³,9.0,2021-08-09T13:00:00+02:00,China
CN,潮州市,档案局,23.6706:116.6447,NO2,ChinaAQIData,µg/m³,10.0,2021-08-09T13:00:00+02:00,China
CN,晋中市,榆次三中,37.6828:112.7195,CO,ChinaAQIData,µg/m³,800.0,2021-08-09T13:00:00+02:00,China
CN,晋中市,榆次区政府,37.6982:112.6991,PM2.5,ChinaAQIData,µg/m³,25.0,2021-08-09T13:00:00+02:00,China
CN,常德市,武陵区长庚,29.0531:111.6625,PM10,ChinaAQIData,µg/m³,18.0,2021-08-09T13:00:00+02:00,China
CN,六盘水市,民中,26.5894:104.8475,SO2,ChinaAQIData,µg/m³,6.0,2021-08-09T13:00:00+02:00,China
CN,六盘水市,水钢,26.5939:104.89,SO2,ChinaAQIData,µg/m³,5.0,2021-08-09T13:00:00+02:00,China
CN,铁岭市,汇工街西,42.3022:123.8139,NO2,ChinaAQIData,µg/m³,18.0,2021-08-09T13:00:00+02:00,China
CN,铁岭市,汇工街西,42.3022:123.8139,PM2.5,ChinaAQIData,µg/m³,13.0,2021-08-09T13:00:00+02:00,China
CN,安康市,汉滨区检察院,32.6975:109.0072,CO,ChinaAQIData,µg/m³,600.0,2021-08-09T13:00:00+02:00,China
CN,义乌市,江东,29.305:120.091,CO,ChinaAQIData,µg/m³,600.0,2021-08-09T13:00:00+02:00,China
CN,松原市,江南,45.1214:124.8006,PM2.5,ChinaAQIData,µg/m³,9.0,2021-08-09T13:00:00+02:00,China
CN,丹东市,江湾东路,40.0625:124.3303,CO,ChinaAQIData,µg/m³,600.0,2021-08-09T13:00:00+02:00,China
CN,梧州市,龙新,23.4835:111.2711,PM10,ChinaAQIData,µg/m³,40.0,2021-08-09T13:00:00+02:00,China
CN,临沂市,沂河小区,35.0532:118.3429,SO2,ChinaAQIData,µg/m³,4.0,2021-08-09T13:00:00+02:00,China
CN,抚顺市,沈抚新城,41.8391:123.7086,NO2,ChinaAQIData,µg/m³,37.0,2021-08-09T13:00:00+02:00,China
CN,南宁市,沙井镇街道办,22.7757:108.2257,NO2,ChinaAQIData,µg/m³,8.0,2021-08-09T13:00:00+02:00,China
CN,石嘴山市,沙湖旅游区(对照点),38.817:106.3394,SO2,ChinaAQIData,µg/m³,6.0,2021-08-09T13:00:00+02:00,China
CN,三亚市,河西子站,18.2681:109.4964,PM2.5,ChinaAQIData,µg/m³,15.0,2021-08-09T13:00:00+02:00,China
CN,晋城市,泽州一中,35.4828:112.8271,NO2,ChinaAQIData,µg/m³,11.0,2021-08-09T13:00:00+02:00,China
CN,海口市,海南大学,20.0574:110.3232,NO2,ChinaAQIData,µg/m³,15.0,2021-08-09T13:00:00+02:00,China
CN,海北藏族自治州,海晏县西海镇,36.9639:100.9048,CO,ChinaAQIData,µg/m³,500.0,2021-08-09T13:00:00+02:00,China
CN,常熟市,海虞子站,31.67:120.758,PM2.5,ChinaAQIData,µg/m³,49.0,2021-08-09T13:00:00+02:00,China
CN,莆田市,涵江区六中,25.4561:119.1119,SO2,ChinaAQIData,µg/m³,2.0,2021-08-09T13:00:00+02:00,China
CN,淮安市,淮阴区监测站,33.6297:119.0186,NO2,ChinaAQIData,µg/m³,21.0,2021-08-09T13:00:00+02:00,China
CN,嘉兴市,清河小学,30.778:120.7436,CO,ChinaAQIData,µg/m³,700.0,2021-08-09T13:00:00+02:00,China
CN,恩施土家族苗族自治州,湖北民院,30.2981:109.4978,SO2,ChinaAQIData,µg/m³,5.0,2021-08-09T13:00:00+02:00,China
MX,Gómez Palacio,Parque La Esperanza,25.571916666667:-103.49780555556,SO2,Sinaica Mexico,ppm,0.0073251,2021-09-23T21:00:00+02:00,Mexico
MX,Durango,ITD,24.034472222222:-104.64502777778,NO2,Sinaica Mexico,ppm,0.0081864,2021-09-23T21:00:00+02:00,Mexico
MX,Izcalli Cuahutémoc V,Metepec,19.270194444444:-99.595194444444,O3,Sinaica Mexico,ppm,0.04,2021-09-23T20:00:00+02:00,Mexico
MX,Atotonilco de Tula,Primaria Revolución,20.006666666667:-99.218888888889,PM2.5,Sinaica Mexico,µg/m³,37.9178333333333,2021-04-15T20:00:00+02:00,Mexico
MX,Huichapan,Hospital,20.375111111111:-99.654444444444,PM10,Sinaica Mexico,µg/m³,2.78,2021-09-18T01:00:00+02:00,Mexico
MX,San Juan,Primaria Julián Gascón Mercado,21.509805555556:-104.91018055556,O3,Sinaica Mexico,ppm,0.5,2021-09-22T19:00:00+02:00,Mexico
MX,Puebla,Las Ninfas,19.041388888889:-98.214222222222,PM2.5,Sinaica Mexico,µg/m³,7.76516937531335,2021-09-23T19:00:00+02:00,Mexico
MX,Puebla,Las Ninfas,19.041388888889:-98.214222222222,O3,Sinaica Mexico,ppm,0.0284379166666667,2021-09-23T19:00:00+02:00,Mexico
MX,Tepic,Tecnológico de Tepic,21.478177777778:-104.86774166667,O3,Sinaica Mexico,ppm,0.0,2021-09-22T17:00:00+02:00,Mexico
MX,Puebla,Universidad Tecnológica de Puebla,19.071888888889:-98.151722222222,CO,Sinaica Mexico,ppm,0.602923333333333,2021-09-23T19:00:00+02:00,Mexico
MX,Cadereyta Jiménez,Cadereyta,25.600555555556:-99.994166666667,SO2,Sinaica Mexico,ppm,0.0043,2021-09-23T18:00:00+02:00,Mexico
MX,Juárez,Canales Lira,31.735555555556:-106.50361111111,CO,Sinaica Mexico,ppm,1242.35824166667,2021-09-18T13:00:00+02:00,Mexico
MX,Querétaro,Félix Osores,20.636819444444:-100.46388333333,PM2.5,Sinaica Mexico,µg/m³,0.0,2021-09-23T18:00:00+02:00,Mexico
MX,Naucalpan de Juárez,FES Acatlán,19.4825:-99.243611111111,SO2,Sinaica Mexico,ppm,0.001,2021-09-23T14:00:00+02:00,Mexico
MX,Álvaro Obregón,Pedregal,19.325277777778:-99.204166666667,PM10,Sinaica Mexico,µg/m³,11.0,2021-09-23T14:00:00+02:00,Mexico
MX,Xonacatlán,Xonacatlán,19.399422222222:-99.530055555556,PM10,Sinaica Mexico,µg/m³,36.0,2021-09-23T13:00:00+02:00,Mexico
MX,Poza Rica de Hidalgo,Universidad Veracruzana,20.508972222222:-97.446986111111,PM10,Sinaica Mexico,µg/m³,18.0,2021-09-23T12:00:00+02:00,Mexico
MX,Poza Rica de Hidalgo,Universidad Veracruzana,20.508972222222:-97.446986111111,PM2.5,Sinaica Mexico,µg/m³,6.0,2021-09-23T12:00:00+02:00,Mexico
MX,Irapuato,Sec. Oficial,20.674836111111:-101.35582777778,PM10,Sinaica Mexico,µg/m³,27.41,2021-09-23T04:00:00+02:00,Mexico
MX,Lerdo,Tecnológico Lerdo,25.550194444444:-103.53480555556,NO2,Sinaica Mexico,ppm,8.9161e-05,2021-09-22T04:00:00+02:00,Mexico
MX,Celaya,Policía,20.5175:-100.81555555556,PM2.5,Sinaica Mexico,µg/m³,1.0,2021-09-16T22:00:00+02:00,Mexico
MX,Gómez Palacio,Campestre,25.551222222222:-103.50252777778,PM2.5,Sinaica Mexico,µg/m³,0.0,2021-03-08T05:00:00+01:00,Mexico
NL,Nijmegen,Nijmegen-Ruyterstraat,51.8382:5.85694,CO,Netherlands,µg/m³,-995.0,2021-04-20T23:00:00+02:00,Netherlands
NL,Arnhem,Arnhem-Pleijroute Velperbroek,,NO2,Netherlands,µg/m³,18.84,2021-04-20T23:00:00+02:00,Netherlands
FR,Meuse,FR30020,48.7758318853958:5.16278861773887,NO2,EEA France,µg/m³,7.7,2021-03-17T04:00:00+01:00,France
TW,屏東縣,Hengchun,21.958069:120.788928,NO2,Taiwan,ppm,0.0017,2021-05-17T07:00:00+02:00,Taiwan: China
TW,臺北市,Datong,25.0632:121.513311,NO2,Taiwan,ppm,0.0312,2021-05-17T07:00:00+02:00,Taiwan: China
TW,高雄市,Qianzhen,22.605386:120.307564,PM10,Taiwan,µg/m³,22.0,2021-05-17T07:00:00+02:00,Taiwan: China
TW,高雄市,Qianzhen,22.605386:120.307564,NO2,Taiwan,ppm,0.0083,2021-05-17T07:00:00+02:00,Taiwan: China
TW,新竹市,Hsinchu,24.805619:120.972075,O3,Taiwan,ppm,0.0383,2021-05-17T07:00:00+02:00,Taiwan: China
TW,基隆市,Keelung,25.129167:121.760056,NO2,Taiwan,ppm,0.0042,2021-05-17T07:00:00+02:00,Taiwan: China
TW,臺東縣,Guanshan,23.045083:121.161933,PM2.5,Taiwan,µg/m³,3.0,2021-05-17T07:00:00+02:00,Taiwan: China
TW,臺中市,Shalu,24.225628:120.568794,SO2,Taiwan,ppm,0.0013,2021-05-17T07:00:00+02:00,Taiwan: China
TW,新北市,Linkou,25.07857:121.365703,PM2.5,Taiwan,µg/m³,17.0,2021-05-17T07:00:00+02:00,Taiwan: China
TW,臺中市,Fengyuan,24.256586:120.741711,SO2,Taiwan,ppm,0.0025,2021-05-17T07:00:00+02:00,Taiwan: China
TW,彰化縣,Xianxi,24.131672:120.469061,O3,Taiwan,ppm,0.0338,2021-05-17T07:00:00+02:00,Taiwan: China
TW,屏東縣,Chaozhou,22.523108:120.561175,O3,Taiwan,ppm,0.025,2021-05-17T07:00:00+02:00,Taiwan: China
TW,新北市,Xinzhuang,25.037972:121.4325,PM10,Taiwan,µg/m³,31.0,2021-05-17T07:00:00+02:00,Taiwan: China
TW,新竹縣,Hukou,24.900142:121.038653,CO,Taiwan,ppm,0.17,2021-05-17T07:00:00+02:00,Taiwan: China
TW,花蓮縣,Hualien,23.971306:121.599769,SO2,Taiwan,ppm,0.0005,2021-05-17T07:00:00+02:00,Taiwan: China
TW,花蓮縣,Hualien,23.971306:121.599769,PM2.5,Taiwan,µg/m³,4.0,2021-05-17T07:00:00+02:00,Taiwan: China
TW,新北市,Tucheng,24.982528:121.451861,CO,Taiwan,ppm,0.23,2021-05-17T07:00:00+02:00,Taiwan: China
TW,新北市,Cailiao,25.06895:121.481028,SO2,Taiwan,ppm,0.0033,2021-05-17T07:00:00+02:00,Taiwan: China
TW,臺北市,Guting,25.020608:121.529556,PM10,Taiwan,µg/m³,30.0,2021-05-17T07:00:00+02:00,Taiwan: China
TW,臺北市,Yangming,25.182722:121.529583,SO2,Taiwan,ppm,0.0017,2021-05-17T07:00:00+02:00,Taiwan: China
TW,高雄市,Fuxing,22.608711:120.312017,PM10,Taiwan,µg/m³,21.0,2021-05-17T07:00:00+02:00,Taiwan: China
TW,桃園市,Taoyuan,24.995667:121.304417,CO,Taiwan,ppm,0.21,2021-05-17T07:00:00+02:00,Taiwan: China
US,Elkhart-Goshen,Elkhart-Prairie St.,41.657155:-85.968446,BC,AirNow,µg/m³,0.41,2021-01-04T18:00:00+01:00,United States
US,Portland-Vancouver-Beaverton,Portland - SE Lafaye,45.496641:-122.602877,BC,AirNow,µg/m³,0.4,2021-08-16T19:00:00+02:00,United States
US,El Paso,El Paso UTEP C12,31.768056:-106.501111,O3,AirNow,ppm,0.013,2021-11-15T15:00:00+01:00,United States
US,El Paso,El Paso UTEP C12,31.768056:-106.501111,PM10,AirNow,µg/m³,43.0,2021-11-11T17:00:00+01:00,United States
US,El Paso,El Paso UTEP C12,31.768056:-106.501111,PM2.5,AirNow,µg/m³,6.5,2021-11-11T17:00:00+01:00,United States
US,El Paso,El Paso UTEP C12,31.768056:-106.501111,O3,AirNow,ppm,0.014,2021-11-10T13:00:00+01:00,United States
US,ROSEBUD,Birney,45.366151:-106.48982,PM10,AirNow,µg/m³,0.0,2021-11-02T15:00:00+01:00,United States
US,ROSEBUD,Birney,45.366151:-106.48982,PM2.5,AirNow,µg/m³,0.0,2021-11-02T15:00:00+01:00,United States
US,Cleveland-Elyria-Mentor,Barr School,41.463071:-82.114261,PM2.5,AirNow,µg/m³,6.7,2021-09-27T18:00:00+02:00,United States
US,MT1,White Sulphur Spring,46.502902:-110.906273,PM2.5,AirNow,µg/m³,0.0,2021-09-19T21:00:00+02:00,United States
US,CA8 - ARB,MMCA82041,40.882734:-121.653972,PM2.5,AirNow,µg/m³,62.7,2021-09-13T21:00:00+02:00,United States
US,Napa,Napa - Napa Valley C,38.278849:-122.275024,NO2,AirNow,ppm,0.007,2021-05-20T16:00:00+02:00,United States
US,Napa,Napa - Napa Valley C,38.278849:-122.275024,CO,AirNow,ppm,0.23,2021-05-20T16:00:00+02:00,United States
US,Las Vegas-Paradise,Boulder City,35.978149:-114.846313,PM10,AirNow,µg/m³,3.4,2021-03-12T15:00:00+01:00,United States
US,Santa Barbara-Santa Maria,Santa Maria - Broadw,34.942872:-120.435611,PM10,AirNow,µg/m³,22.0,2021-02-22T17:00:00+01:00,United States
ZA,eThekwini Metro,Ganges-NAQI,-29.948517:30.964597,SO2,South Africa,ppm,0.007369,2021-10-08T19:00:00+02:00,South Africa
ZA,Buffalo City Metro,East London,-33.016889:27.899083,NO2,South Africa,ppm,0.004653,2021-09-15T18:00:00+02:00,South Africa
ES,Guadalajara,ES1536A,40.5709899994693:-3.26461,NO2,EEA Spain,µg/m³,24.0,2021-12-30T01:00:00+01:00,Spain
ES,Asturias,ES1270A,43.5351849994638:-5.658337,PM10,EEA Spain,µg/m³,15.0,2021-03-23T00:00:00+01:00,Spain
FR,Haute-Garonne,FR12021,43.6236195829158:1.43860701175321,NO2,EEA France,µg/m³,4.2,2021-05-17T05:00:00+02:00,France
FR,Manche,FR21035,49.6363812210033:-1.62666931648363,NO2,EEA France,µg/m³,2.4,2021-12-09T01:00:00+01:00,France
FR,Loire-Atlantique,FR23153,47.3315476635576:-2.1516268022174,NO2,EEA France,µg/m³,1.3,2021-07-14T18:00:00+02:00,France
MX,JALISCO,Oblatos,20.700278:-103.296389,CO,AirNow,ppm,0.62,2021-12-27T18:00:00+01:00,Mexico
MX,Aguascalientes,Centro,21.883780555556:-102.295825,PM2.5,Sinaica Mexico,µg/m³,986.48,2021-09-23T21:00:00+02:00,Mexico
MX,Aguascalientes,Instituto Educativo,21.903277777778:-102.27611111111,CO,Sinaica Mexico,ppm,0.097043,2021-09-23T21:00:00+02:00,Mexico
MX,Iztapalapa,UAM Iztapalapa,19.360833333333:-99.073888888889,PM10,Sinaica Mexico,µg/m³,20.0,2021-09-23T21:00:00+02:00,Mexico
MX,Lerdo,SAGARPA,25.539138888889:-103.52336111111,CO,Sinaica Mexico,ppm,3.0962,2021-09-23T21:00:00+02:00,Mexico
MX,San Nicolás de los Garza,Universidad,25.73:-100.30972222222,PM2.5,Sinaica Mexico,µg/m³,14.0,2021-09-23T20:00:00+02:00,Mexico
MX,Izcalli Cuahutémoc V,Metepec,19.270194444444:-99.595194444444,CO,Sinaica Mexico,ppm,0.609,2021-09-23T20:00:00+02:00,Mexico
MX,Saltillo,Finanzas,25.421472222222:-100.99686111111,PM2.5,Sinaica Mexico,µg/m³,19.571,2021-09-23T20:00:00+02:00,Mexico
