Country Code,City,Location,Coordinates,Pollutant,Source Name,Unit,Value,Last Updated,Country Label
AT,Steiermark,AT60137,47.0591699994646:15.016667,O3,EEA Austria,µg/m³,69.606,2021-12-31T00:00:00+01:00,Austria
AU,South East Queensland,Wynnum,-27.4296:153.158,PM10,Australia - Queensland,µg/m³,7.0,2021-12-09T01:00:00+01:00,Australia
AU,Gladstone,Boyne Island,-23.9408:151.351,PM10,Australia - Queensland,µg/m³,10.6,2021-12-09T01:00:00+01:00,Australia
AU,South West Queensland,Upper Humbug,-27.0908:150.4,PM2.5,Australia - Queensland,µg/m³,-1111.0,2021-11-30T14:00:00+01:00,Australia
AU,Adelaide,Le Fevre 1,-34.8386688:138.4963475,PM10,Australia - South Australia,µg/m³,12.0,2021-04-05T23:30:00+02:00,Australia
AU,Whyalla,Whyalla Walls St,-33.0361164:137.5860979,PM10,Australia - South Australia,µg/m³,14.5,2021-04-05T23:30:00+02:00,Australia
TW,屏東縣,Hengchun,21.958069:120.788928,O3,Taiwan,ppm,0.0239,2021-05-17T07:00:00+02:00,Taiwan: China
TW,南投縣,Zhushan,23.756389:120.677306,NO2,Taiwan,ppm,0.0028,2021-05-17T07:00:00+02:00,Taiwan: China
TW,高雄市,Nanzi,22.733667:120.328289,PM10,Taiwan,µg/m³,24.0,2021-05-17T07:00:00+02:00,Taiwan: China
TW,高雄市,Daliao,22.564136:120.425311,SO2,Taiwan,ppm,0.0012,2021-05-17T06:00:00+02:00,Taiwan: China
TW,金門縣,Kinmen,24.432133:118.312256,SO2,Taiwan,ppm,0.0031,2021-05-17T07:00:00+02:00,Taiwan: China
TW,臺中市,Shalu,24.225628:120.568794,O3,Taiwan,ppm,0.0328,2021-05-17T07:00:00+02:00,Taiwan: China
TW,高雄市,Qiaotou,22.757506:120.305689,PM2.5,Taiwan,µg/m³,8.0,2021-05-17T06:00:00+02:00,Taiwan: China
TW,高雄市,Qianjin,22.632567:120.288086,NO2,Taiwan,ppm,0.0034,2021-05-17T07:00:00+02:00,Taiwan: China
TW,桃園市,Dayuan,25.060344:121.201811,PM2.5,Taiwan,µg/m³,12.0,2021-05-17T07:00:00+02:00,Taiwan: China
TW,臺北市,Songshan,25.05:121.578611,CO,Taiwan,ppm,0.27,2021-05-17T07:00:00+02:00,Taiwan: China
TW,南投縣,Puli,23.968842:120.967903,CO,Taiwan,ppm,0.13,2021-05-17T07:00:00+02:00,Taiwan: China
TW,雲林縣,Lunbei,23.757547:120.348742,SO2,Taiwan,ppm,0.0014,2021-05-17T07:00:00+02:00,Taiwan: China
TW,嘉義縣,Xingang,23.554839:120.345531,O3,Taiwan,ppm,0.0311,2021-05-17T04:00:00+02:00,Taiwan: China
TW,屏東縣,Chaozhou,22.523108:120.561175,PM10,Taiwan,µg/m³,23.0,2021-05-17T07:00:00+02:00,Taiwan: China
TW,嘉義縣,Puzi,23.465308:120.24735,CO,Taiwan,ppm,0.19,2021-05-17T07:00:00+02:00,Taiwan: China
TW,臺北市,Zhongshan,25.062361:121.526528,SO2,Taiwan,ppm,0.0027,2021-05-17T07:00:00+02:00,Taiwan: China
TW,高雄市,Fuxing,22.608711:120.312017,SO2,Taiwan,ppm,0.0013,2021-05-17T07:00:00+02:00,Taiwan: China
TW,高雄市,Fuxing,22.608711:120.312017,O3,Taiwan,ppm,0.0198,2021-05-17T05:00:00+02:00,Taiwan: China
TW,臺北市,Shilin,25.105917:121.5145,SO2,Taiwan,ppm,0.0037,2021-05-17T07:00:00+02:00,Taiwan: China
TW,彰化縣,Erlin,23.925175:120.409653,SO2,Taiwan,ppm,0.0005,2021-05-17T06:00:00+02:00,Taiwan: China
US,Chicago-Naperville-Joliet,Gary-IITRI,41.606563:-87.305015,BC,AirNow,µg/m³,0.18,2021-01-02T02:00:00+01:00,United States
US,Cleveland-Elyria-Mentor,Eastlake,41.673006:-81.422455,SO2,AirNow,ppm,0.0,2021-12-29T14:00:00+01:00,United States
US,Stockton,Stockton - Universit,37.961578:-121.281414,PM10,AirNow,µg/m³,31.0,2021-11-15T17:00:00+01:00,United States
US,Stockton,Stockton - Hazelton,37.95075:-121.26897,PM2.5,AirNow,µg/m³,10.0,2021-11-05T18:00:00+01:00,United States
US,CA8 - ARB,MMCA82003,39.019318:-122.915211,PM2.5,AirNow,µg/m³,11.0,2021-09-07T15:00:00+02:00,United States
US,FS1 - Forest Service,Calveras Road,37.553055:-121.843888,PM2.5,AirNow,µg/m³,1.0,2021-07-07T04:00:00+02:00,United States
US,Santa Barbara-Santa Maria,Santa Maria - Broadw,34.942872:-120.435611,PM2.5,AirNow,µg/m³,0.0,2021-01-28T10:00:00+01:00,United States
FR,Haute-Garonne,FR12021,43.6236195829158:1.43860701175321,O3,EEA France,µg/m³,60.4,2021-05-17T05:00:00+02:00,France
FR,Seine-et-Marne,FR04328,48.3547092558406:2.64529596660528,SO2,EEA France,µg/m³,0.7,2021-01-04T12:00:00+01:00,France
FR,Hauts-de-Seine,FR04017,48.8813919489129:2.27805569530438,SO2,EEA France,µg/m³,2.9,2021-01-04T14:00:00+01:00,France
FR,Loire-Atlantique,FR23140,47.2043914135194:-1.552827800129,NO2,EEA France,µg/m³,1.7,2021-12-28T03:00:00+01:00,France
GB,Reigate and Banstead,Reigate and Banstead - Earlswood Depot,51.221102:-0.17288661,PM10,London Air Quality Network,µg/m³,11.9,2021-05-18T07:00:00+02:00,United Kingdom
MX,JALISCO,Loma Dorada,20.629167:-103.263889,SO2,AirNow,ppm,0.003,2021-11-01T05:00:00+01:00,Mexico
MX,JALISCO,Las Águilas,20.630833:-103.416667,O3,AirNow,ppm,0.001,2021-11-19T04:00:00+01:00,Mexico
MX,JALISCO,Oblatos,20.700278:-103.296389,NO2,AirNow,ppm,0.008,2021-11-09T23:00:00+01:00,Mexico
MX,Guadalajara,Oblatos,20.700538611111:-103.29661666667,NO2,Sinaica Mexico,ppm,0.006289,2021-09-23T21:00:00+02:00,Mexico
MX,Coyoacán,UAM Xochimilco,19.304444444444:-99.103888888889,O3,Sinaica Mexico,ppm,0.045,2021-09-23T21:00:00+02:00,Mexico
MX,Nezahualcóyotl,FES Aragón,19.473691944444:-99.046175833333,CO,Sinaica Mexico,ppm,0.3,2021-09-23T19:00:00+02:00,Mexico
MX,Nezahualcóyotl,FES Aragón,19.473691944444:-99.046175833333,SO2,Sinaica Mexico,ppm,0.001,2021-09-23T19:00:00+02:00,Mexico
MX,Tlajomulco de Zúñiga,Santa Fe,20.529149444444:-103.37717944444,O3,Sinaica Mexico,ppm,0.030574,2021-09-23T20:00:00+02:00,Mexico
MX,Tlajomulco de Zúñiga,Santa Fe,20.529149444444:-103.37717944444,CO,Sinaica Mexico,ppm,0.72966,2021-04-16T13:00:00+02:00,Mexico
MX,Atitalaquia,Centro de Salud,20.06:-99.221944444444,O3,Sinaica Mexico,ppm,0.0366459444444444,2021-09-23T20:00:00+02:00,Mexico
MX,Tlalnepantla de Baz,La Presa,19.535:-99.117777777778,CO,Sinaica Mexico,ppm,0.4,2021-09-23T20:00:00+02:00,Mexico
MX,Almoloya de Juárez,Almoloya de Juárez,19.370438888889:-99.75275,SO2,Sinaica Mexico,ppm,0.002,2021-09-23T20:00:00+02:00,Mexico
MX,San Juan del Río,San Juan del Río,20.388888888889:-99.972147222222,PM2.5,Sinaica Mexico,µg/m³,3.38,2021-09-23T20:00:00+02:00,Mexico
MX,Monclova,Jurisdicción Sanitaria,26.908194444444:-101.427,O3,Sinaica Mexico,ppm,0.050255,2021-09-23T19:00:00+02:00,Mexico
MX,Gustavo A. Madero,Gustavo A. Madero,19.482777777778:-99.094722222222,NO2,Sinaica Mexico,ppm,0.014,2021-09-23T19:00:00+02:00,Mexico
MX,Puebla,Universidad Tecnológica de Puebla,19.071888888889:-98.151722222222,NO2,Sinaica Mexico,ppm,0.00803527777777778,2021-09-23T19:00:00+02:00,Mexico
MX,Puebla,Universidad Tecnológica de Puebla,19.071888888889:-98.151722222222,PM2.5,Sinaica Mexico,µg/m³,9.59463155777778,2021-09-23T19:00:00+02:00,Mexico
MX,Juárez,Juárez,25.646111111111:-100.09555555556,CO,Sinaica Mexico,ppm,2.06,2021-09-23T18:00:00+02:00,Mexico
MX,Juárez,Juárez,25.646111111111:-100.09555555556,NO2,Sinaica Mexico,ppm,0.0232,2021-09-23T18:00:00+02:00,Mexico
MX,Pachuca de Soto,Jardín del Maestro,20.120555555556:-98.74,CO,Sinaica Mexico,ppm,0.195961111111111,2021-09-23T18:00:00+02:00,Mexico
MX,Oaxaca de Juárez,Centro de Educación Artística,16.699340277778:-96.866455,PM2.5,Sinaica Mexico,µg/m³,5.0,2021-09-23T18:00:00+02:00,Mexico
MX,Cadereyta Jiménez,Cadereyta,25.600555555556:-99.994166666667,PM10,Sinaica Mexico,µg/m³,51.0,2021-09-23T18:00:00+02:00,Mexico
MX,Naucalpan de Juárez,FES Acatlán,19.4825:-99.243611111111,O3,Sinaica Mexico,ppm,0.013,2021-09-23T14:00:00+02:00,Mexico
MX,Tepeji del Río de Ocampo,Primaria Melchor Ocampo,20.505555555556:-99.580277777778,PM10,Sinaica Mexico,µg/m³,17.36,2021-09-23T12:00:00+02:00,Mexico
MX,Tepeji del Río de Ocampo,Primaria Melchor Ocampo,20.505555555556:-99.580277777778,SO2,Sinaica Mexico,ppm,0.011232965,2021-09-09T17:00:00+02:00,Mexico
MX,Irapuato,Bomberos,21.118055555556:-101.60216666667,CO,Sinaica Mexico,ppm,0.69,2021-09-23T04:00:00+02:00,Mexico
MX,Irapuato,Teódula,20.658055555556:-101.34888888889,PM2.5,Sinaica Mexico,µg/m³,20.867233,2021-04-16T12:00:00+02:00,Mexico
MX,Irapuato,Teódula,20.658055555556:-101.34888888889,SO2,Sinaica Mexico,ppm,0.002627292,2021-04-16T12:00:00+02:00,Mexico
MX,Zacatecas,Explanada del Congreso,22.774797222222:-102.57445833333,NO2,Sinaica Mexico,ppm,0.0050012,2021-04-16T10:00:00+02:00,Mexico
MX,Col. Indeco: Cd. Industrial,Instituto Tecnológico de Villahermosa,18.022933333333:-92.903219444444,PM10,Sinaica Mexico,µg/m³,45.682125,2021-04-16T04:00:00+02:00,Mexico
PL,Brzeg,Brzeg: ul. Poprzeczna,50.849509:17.462579,BC,GIOS,µg/m³,0.08154,2021-12-31T23:00:00+01:00,Poland
PL,Kołobrzeg,Kołobrzeg_KasprowiczaMOB,54.182603:15.579936,NO2,GIOS,µg/m³,5.98722,2021-12-21T09:00:00+01:00,Poland
TH,Bangkok,Nonsi Witthaya School,13.70806667:100.5473333,O3,Air4Thai,ppm,0.005,2021-11-24T02:00:00+01:00,Thailand
TH,Rayong,Khai Surasinghanat,12.648576:101.32245,CO,Air4Thai,ppm,0.43,2021-09-30T11:00:00+02:00,Thailand
IN,Rupnagar,Ratanpura: Rupnagar - Ambuja Cements,30.0325454:76.5623046,PM2.5,caaqm,µg/m³,83.38,2021-11-23T12:45:00+01:00,India
IT,Foggia,IT2141A,41.63083:15.38667,NO2,EEA Italy,µg/m³,9.93,2021-12-05T00:00:00+01:00,Italy
LV,Liepaja,LV0012A,56.5231749995064:21.004694,CO,EEA Latvia,µg/m³,0.3,2021-01-06T11:00:00+01:00,Latvia
HU,Veszprém,HU0037A,47.1052780194647:17.55666542,CO,EEA Hungary,µg/m³,831.3303,2021-01-22T11:00:00+01:00,Hungary
CN,金昌市,天庆家园,38.5167:102.1692,NO2,ChinaAQIData,µg/m³,7.0,2021-08-09T13:00:00+02:00,China
CN,阿坝藏族羌族自治州,州农科所(对照点),31.914:102.1879,PM2.5,ChinaAQIData,µg/m³,6.0,2021-08-09T13:00:00+02:00,China
CN,驻马店市,市一纸厂,32.9656:114.0189,O3,ChinaAQIData,µg/m³,121.0,2021-08-09T13:00:00+02:00,China
CN,梧州市,市十一中,23.4794:111.3239,CO,ChinaAQIData,µg/m³,700.0,2021-08-09T13:00:00+02:00,China
CN,驻马店市,市彩印厂,33.015:114.0114,SO2,ChinaAQIData,µg/m³,5.0,2021-08-09T13:00:00+02:00,China
CN,宝鸡市,庙沟村(对照点),34.3063:107.185,CO,ChinaAQIData,µg/m³,400.0,2021-08-09T13:00:00+02:00,China
CN,宝鸡市,庙沟村(对照点),34.3063:107.185,SO2,ChinaAQIData,µg/m³,6.0,2021-08-09T13:00:00+02:00,China
CN,宝鸡市,庙沟村(对照点),34.3063:107.185,O3,ChinaAQIData,µg/m³,158.0,2021-08-09T13:00:00+02:00,China
CN,北京市,海淀万柳,39.9611:116.2878,PM2.5,ChinaAQIData,µg/m³,10.0,2021-08-09T13:00:00+02:00,China
CN,张掖市,润泉湖,38.9524:100.4698,SO2,ChinaAQIData,µg/m³,5.0,2021-08-09T13:00:00+02:00,China
CN,厦门市,溪东(对照点),24.8169:118.1608,PM10,ChinaAQIData,µg/m³,39.0,2021-08-09T13:00:00+02:00,China
CN,成都市,灵岩寺(对照点),31.0201:103.6202,PM10,ChinaAQIData,µg/m³,31.0,2021-08-09T13:00:00+02:00,China
CN,潮州市,西园路(对照点),23.6719:116.6367,O3,ChinaAQIData,µg/m³,86.0,2021-08-09T13:00:00+02:00,China
CN,达州市,达州职业技术学院(对照点),31.2827:107.5277,NO2,ChinaAQIData,µg/m³,15.0,2021-08-09T13:00:00+02:00,China
CN,眉山市,黑龙滩水库(对照点),30.0478:104.0308,PM10,ChinaAQIData,µg/m³,11.0,2021-08-09T13:00:00+02:00,China
CN,眉山市,黑龙滩水库(对照点),30.0478:104.0308,NO2,ChinaAQIData,µg/m³,6.0,2021-08-09T13:00:00+02:00,China
CN,绍兴市,上虞中学,30.0137:120.8369,SO2,ChinaAQIData,µg/m³,10.0,2021-08-09T13:00:00+02:00,China
CN,烟台市,中国农业大学,37.4336:121.5206,NO2,ChinaAQIData,µg/m³,25.0,2021-08-09T13:00:00+02:00,China
CN,北京市,丰台小屯,39.8768:116.2545,CO,ChinaAQIData,µg/m³,500.0,2021-08-09T13:00:00+02:00,China
CN,成都市,临江路,30.6994:103.8458,CO,ChinaAQIData,µg/m³,500.0,2021-08-09T13:00:00+02:00,China
CN,大同市,云冈站,40.1122:113.1367,CO,ChinaAQIData,µg/m³,300.0,2021-08-09T13:00:00+02:00,China
CN,昆明市,云天化总部,24.9856:102.6678,PM10,ChinaAQIData,µg/m³,36.0,2021-08-09T13:00:00+02:00,China
CN,宜昌市,云深路,30.7273:111.3119,PM2.5,ChinaAQIData,µg/m³,2.0,2021-08-09T13:00:00+02:00,China
CN,昌吉州,亚心广场,44.0142:87.3095,CO,ChinaAQIData,µg/m³,400.0,2021-08-09T13:00:00+02:00,China
CN,郑州市,北区建设指挥部,34.5589:113.8374,O3,ChinaAQIData,µg/m³,170.0,2021-08-09T13:00:00+02:00,China
CN,西咸新区,北杜,34.46:108.7108,SO2,ChinaAQIData,µg/m³,7.0,2021-08-09T13:00:00+02:00,China
CN,临沂市,南坊新区,35.1084:118.3604,CO,ChinaAQIData,µg/m³,800.0,2021-08-09T13:00:00+02:00,China
CN,自贡市,南湖救助站,29.3194:104.7894,PM10,ChinaAQIData,µg/m³,37.0,2021-08-09T13:00:00+02:00,China
CN,自贡市,南湖救助站,29.3194:104.7894,SO2,ChinaAQIData,µg/m³,5.0,2021-08-09T13:00:00+02:00,China
CN,曲靖市,南苑二区,25.462:103.7947,O3,ChinaAQIData,µg/m³,105.0,2021-08-09T13:00:00+02:00,China
CN,固原市,原州区十五小,35.9959:106.2177,PM2.5,ChinaAQIData,µg/m³,10.0,2021-08-09T13:00:00+02:00,China
CN,东营市,垦利区民丰路,37.565:118.5719,PM10,ChinaAQIData,µg/m³,88.0,2021-08-09T13:00:00+02:00,China
CN,大同市,大同市卫生学校,40.0597:113.3397,CO,ChinaAQIData,µg/m³,600.0,2021-08-09T13:00:00+02:00,China
CN,泰州市,姜堰区政府广场,32.5099:120.1259,PM2.5,ChinaAQIData,µg/m³,31.0,2021-08-09T13:00:00+02:00,China
CN,泰州市,姜堰区政府广场,32.5099:120.1259,O3,ChinaAQIData,µg/m³,152.0,2021-08-09T13:00:00+02:00,China
CN,北京市,密云镇,40.3844:116.84,CO,ChinaAQIData,µg/m³,600.0,2021-08-09T13:00:00+02:00,China
CN,北京市,密云镇,40.3844:116.84,PM2.5,ChinaAQIData,µg/m³,15.0,2021-08-09T13:00:00+02:00,China
CN,西咸新区,崇文塔,34.4978:108.8558,CO,ChinaAQIData,µg/m³,600.0,2021-08-09T13:00:00+02:00,China
CN,天津市,建设路,39.7169:117.3045,PM10,ChinaAQIData,µg/m³,31.0,2021-08-09T13:00:00+02:00,China
CN,德州市,开发区人民医院,37.4403:116.3728,PM2.5,ChinaAQIData,µg/m³,31.0,2021-08-09T13:00:00+02:00,China
CN,芜湖市,扬子职业技术学院,31.2326:118.2746,PM10,ChinaAQIData,µg/m³,56.0,2021-08-09T13:00:00+02:00,China
CN,贵港市,新世纪学校,23.1172:109.5886,CO,ChinaAQIData,µg/m³,400.0,2021-08-09T13:00:00+02:00,China
CN,乌鲁木齐市,新师大温泉校区,43.8004:87.7024,SO2,ChinaAQIData,µg/m³,4.0,2021-08-09T13:00:00+02:00,China
CN,揭阳市,曲溪,23.5699:116.403,NO2,ChinaAQIData,µg/m³,6.0,2021-08-09T13:00:00+02:00,China
CN,阜阳市,枣园社区,32.9183:115.836,PM10,ChinaAQIData,µg/m³,21.0,2021-08-09T13:00:00+02:00,China
CN,重庆市,桃源西路,29.8617:107.0732,CO,ChinaAQIData,µg/m³,0.0,2021-08-09T13:00:00+02:00,China
CN,赣江新区,桑海产业园,28.932:115.8347,PM2.5,ChinaAQIData,µg/m³,40.0,2021-08-09T13:00:00+02:00,China
CN,赤峰市,桥北物流园区,42.3147:118.9359,O3,ChinaAQIData,µg/m³,100.0,2021-08-09T13:00:00+02:00,China
CN,四平市,植物园,43.1411:124.4036,NO2,ChinaAQIData,µg/m³,15.0,2021-08-09T13:00:00+02:00,China
CN,珠海市,横琴,22.1163:113.5433,CO,ChinaAQIData,µg/m³,500.0,2021-08-09T13:00:00+02:00,China
CN,邯郸市,永年区实验高中,36.77178:114.50634,SO2,ChinaAQIData,µg/m³,6.0,2021-08-09T13:00:00+02:00,China
CN,黔南布依族苗族自治州,沙坝,26.2978:107.5175,O3,ChinaAQIData,µg/m³,100.0,2021-08-09T13:00:00+02:00,China
CN,中卫市,沙坡头区政府站,37.5162:105.1698,CO,ChinaAQIData,µg/m³,400.0,2021-08-09T13:00:00+02:00,China
CN,南京市,溧水永阳,31.6494:119.0138,CO,ChinaAQIData,µg/m³,900.0,2021-08-09T13:00:00+02:00,China
CN,天津市,滨水东路,39.3521:117.8199,CO,ChinaAQIData,µg/m³,800.0,2021-08-09T13:00:00+02:00,China
CN,长治市,潞城四中,36.3489:113.235,PM10,ChinaAQIData,µg/m³,63.0,2021-08-09T13:00:00+02:00,China
CN,焦作市,焦作技师学院,35.2373:113.2465,O3,ChinaAQIData,µg/m³,156.0,2021-08-09T13:00:00+02:00,China
CN,宜昌市,猇亭区张家湾站,30.552:111.4606,PM10,ChinaAQIData,µg/m³,8.0,2021-08-09T13:00:00+02:00,China
CN,大兴安岭地区,科技局,50.4097:124.1069,CO,ChinaAQIData,µg/m³,500.0,2021-08-09T13:00:00+02:00,China
CN,儋州市,第一中学子站,19.5167:109.5726,PM10,ChinaAQIData,µg/m³,27.0,2021-08-09T13:00:00+02:00,China
CN,池州市,第十二中学,30.6243:117.5038,PM2.5,ChinaAQIData,µg/m³,52.0,2021-08-09T13:00:00+02:00,China
CN,南宁市,红星社区,22.7618:108.4834,PM2.5,ChinaAQIData,µg/m³,10.0,2021-08-09T13:00:00+02:00,China
CN,五家渠市,经开区管委会,44.1912:87.546,NO2,ChinaAQIData,µg/m³,5.0,2021-08-09T13:00:00+02:00,China
CN,兰州新区,舟曲中学,36.4789:103.6975,CO,ChinaAQIData,µg/m³,400.0,2021-08-09T13:00:00+02:00,China
CN,巴中市,苏山坪(对照点),31.8794:106.7677,PM10,ChinaAQIData,µg/m³,11.0,2021-08-09T13:00:00+02:00,China
CN,重庆市,虎峰,29.5559:106.2339,PM10,ChinaAQIData,µg/m³,47.0,2021-08-09T13:00:00+02:00,China
CN,延安市,西北局旧址,36.5786:109.4809,CO,ChinaAQIData,µg/m³,400.0,2021-08-09T13:00:00+02:00,China
CN,成都市,车城东七路,30.5319:104.2394,NO2,ChinaAQIData,µg/m³,13.0,2021-08-09T13:00:00+02:00,China
CN,成都市,车城东七路,30.5319:104.2394,CO,ChinaAQIData,µg/m³,600.0,2021-08-09T13:00:00+02:00,China
CN,自贡市,轻化工大学,29.3338:104.7636,CO,ChinaAQIData,µg/m³,400.0,2021-08-09T13:00:00+02:00,China
CN,天津市,辛老路,39.0605:117.0296,NO2,ChinaAQIData,µg/m³,9.0,2021-08-09T13:00:00+02:00,China
CN,上海市,长宁仙霞,31.2059:121.3902,CO,ChinaAQIData,µg/m³,600.0,2021-08-09T13:00:00+02:00,China
CN,上海市,长宁仙霞,31.2059:121.3902,PM10,ChinaAQIData,µg/m³,54.0,2021-08-09T13:00:00+02:00,China
CN,毕节市,长征村,27.3533:105.3631,PM10,ChinaAQIData,µg/m³,12.0,2021-08-09T13:00:00+02:00,China
CN,阳江市,阳东陶然,21.8749:112.0125,PM10,ChinaAQIData,µg/m³,34.0,2021-08-09T13:00:00+02:00,China
CN,德州市,陵城艺术中心,37.3319:116.5652,SO2,ChinaAQIData,µg/m³,4.0,2021-08-09T13:00:00+02:00,China
CN,昆明市,青年创业园,24.8336:102.8017,SO2,ChinaAQIData,µg/m³,14.0,2021-08-09T13:00:00+02:00,China
CN,成都市,青白江技师分院,30.7453:104.3853,O3,ChinaAQIData,µg/m³,163.0,2021-08-09T13:00:00+02:00,China
CN,阳泉市,龙柱,37.8571:113.617,CO,ChinaAQIData,µg/m³,900.0,2021-08-09T13:00:00+02:00,China
CN,泰安市,国网新校,36.2275:117.1812,PM10,ChinaAQIData,µg/m³,66.0,2021-08-09T13:00:00+02:00,China
CN,重庆市,棠香,29.7076:105.7167,PM10,ChinaAQIData,µg/m³,19.0,2021-08-09T13:00:00+02:00,China
CN,重庆市,书院路,29.9851:106.2649,PM10,ChinaAQIData,µg/m³,9.0,2021-08-09T13:00:00+02:00,China
CN,重庆市,北山路,29.3569:105.9017,SO2,ChinaAQIData,µg/m³,8.0,2021-08-09T13:00:00+02:00,China
CN,聊城市,监控中心,36.4978:115.9819,SO2,ChinaAQIData,µg/m³,9.0,2021-07-25T10:00:00+02:00,China
CN,牡丹江市,环保大楼,44.561:129.61,SO2,ChinaAQIData,µg/m³,5.0,2021-07-25T10:00:00+02:00,China
CN,太原市,坝陵桥,37.8875:112.5667,O3,ChinaAQIData,µg/m³,86.0,2021-04-19T17:00:00+02:00,China
CO,Medellin,SUR-TRAF - Estación Tráfico Sur,6.1523128:-75.6274872,PM10,Medellin,µg/m³,-9999.0,2021-09-30T15:00:00+02:00,Colombia
CO,Medellin,GIR-SOSN - _OFF-Girardota - S.O.S Aburrá Norte,6.3784332:-75.4511414,NO2,Medellin,ppm,0.0044764,2021-12-20T00:00:00+01:00,Colombia
CO,Bogota,Ciudad Bolivar,-74.1662777777778:4.5778056,SO2,Bogota,ppm,0.005254504,2021-02-04T15:00:00+01:00,Colombia
DE,Saarland,DESL010,49.244247:6.948776,PM10,EEA Germany,µg/m³,12.33,2021-12-21T02:00:00+01:00,Germany
BE,Antwerpen,BETR893,51.2813780561493:4.38577061951101,SO2,EEA Belgium,µg/m³,2.0,2021-02-12T02:00:00+01:00,Belgium
CL,Quillota,La Palma,-32.891794:-71.208638,O3,Chile - SINCA,µg/m³,37.3,2021-08-20T23:00:00+02:00,Chile
CL,Quillota,La Palma,-32.891794:-71.208638,CO,Chile - SINCA,µg/m³,114.48,2021-08-20T23:00:00+02:00,Chile
CL,Coronel,Lota rural,-37.100696257418:-73.155760394707,NO2,Chile - SINCA,µg/m³,15.68,2021-08-20T23:00:00+02:00,Chile
CL,Coronel,Lagunillas: ENEL,-36.984579193699:-73.152648210526,O3,Chile - SINCA,µg/m³,23.87,2021-08-20T23:00:00+02:00,Chile
CL,Cerrillos,Cerrillos,-33.495821530652:-70.704282224178,PM2.5,Chile - SINCA,µg/m³,54.0,2021-06-29T23:00:00+02:00,Chile
CN,黄山市,黄山区政府5号楼,30.2756:118.1371,PM10,ChinaAQIData,µg/m³,41.0,2021-08-09T13:00:00+02:00,China
CN,黄山市,黄山区政府5号楼,30.2756:118.1371,CO,ChinaAQIData,µg/m³,400.0,2021-08-09T13:00:00+02:00,China
CN,黄山市,延安路89号,29.6963:118.2903,O3,ChinaAQIData,µg/m³,146.0,2021-08-09T13:00:00+02:00,China
CN,铜陵市,市第九中学,30.8792:117.7439,SO2,ChinaAQIData,µg/m³,8.0,2021-08-09T13:00:00+02:00,China
CN,铜陵市,市公路局,30.9273:117.8059,O3,ChinaAQIData,µg/m³,208.0,2021-08-09T13:00:00+02:00,China
CN,淮北市,烈山区政府,33.9007:116.8091,NO2,ChinaAQIData,µg/m³,16.0,2021-08-09T13:00:00+02:00,China
CN,淮南市,谢家集区政府,32.5951:116.8569,PM10,ChinaAQIData,µg/m³,38.0,2021-08-09T13:00:00+02:00,China
CN,吐鲁番地区,市环保局,42.9418:89.1904,NO2,ChinaAQIData,µg/m³,4.0,2021-08-09T13:00:00+02:00,China
CN,遵义市,舟水桥,27.6506:106.9231,PM2.5,ChinaAQIData,µg/m³,4.0,2021-08-09T13:00:00+02:00,China
CN,商丘市,粮食局,34.4045:115.6458,O3,ChinaAQIData,µg/m³,152.0,2021-08-09T13:00:00+02:00,China
CN,太原市,金胜,37.782:112.4701,PM10,ChinaAQIData,µg/m³,50.0,2021-08-09T13:00:00+02:00,China
CN,重庆市,礼嘉,29.6453:106.5616,NO2,ChinaAQIData,µg/m³,36.0,2021-08-09T13:00:00+02:00,China
CN,郑州市,烟厂,34.76122:113.69031,PM2.5,ChinaAQIData,µg/m³,21.0,2021-08-09T13:00:00+02:00,China
CN,郑州市,烟厂,34.76122:113.69031,SO2,ChinaAQIData,µg/m³,2.0,2021-08-09T13:00:00+02:00,China
CN,郑州市,岗李水库(对照点),34.91089:113.51488,NO2,ChinaAQIData,µg/m³,6.0,2021-08-09T13:00:00+02:00,China
CN,保定市,监测站,38.8639:115.5086,PM10,ChinaAQIData,µg/m³,37.0,2021-08-09T13:00:00+02:00,China
CN,南昌市,武术学校(对照点),28.7996:115.7423,PM10,ChinaAQIData,µg/m³,42.0,2021-08-09T13:00:00+02:00,China
CN,安阳市,信访局,36.0878:114.3922,PM2.5,ChinaAQIData,µg/m³,26.0,2021-08-09T13:00:00+02:00,China
CN,开封市,龙亭公园,34.8106:114.3438,PM2.5,ChinaAQIData,µg/m³,21.0,2021-08-09T13:00:00+02:00,China
CN,重庆市,上清寺,29.5654:106.5468,CO,ChinaAQIData,µg/m³,700.0,2021-08-09T13:00:00+02:00,China
CN,扬州市,五台山医院,32.4155:119.447,CO,ChinaAQIData,µg/m³,1300.0,2021-08-09T13:00:00+02:00,China
CN,九江市,外国语学校,29.6994:116.0254,PM10,ChinaAQIData,µg/m³,64.0,2021-08-09T13:00:00+02:00,China
CN,宿迁市,宿豫区政府,33.9447:118.3225,PM10,ChinaAQIData,µg/m³,29.0,2021-08-09T13:00:00+02:00,China
CN,宿迁市,市供电局,33.965:118.283,SO2,ChinaAQIData,µg/m³,11.0,2021-08-09T13:00:00+02:00,China
CN,商丘市,梁园区档案局,34.4465:115.6071,PM2.5,ChinaAQIData,µg/m³,17.0,2021-08-09T13:00:00+02:00,China
CN,重庆市,歇台子,29.5346:106.4958,PM2.5,ChinaAQIData,µg/m³,24.0,2021-08-09T13:00:00+02:00,China
